"id","numero_individu","permis","date_debut","date_fin"
630,"20251024000811","B","2015-12-06",NULL
631,"20251024000812","L","2003-10-13","2004-08-08"
632,"20251024000812","G","2004-08-09",NULL
633,"20251024000814","B","2012-03-17",NULL
634,"20251024000815","G","2022-11-13",NULL
635,"20251024000816","B","2018-09-03",NULL
636,"20251024000819","B","1974-05-03",NULL
637,"20251024000820","L","1990-01-27",NULL
638,"20251024000821","B","2024-11-07",NULL
639,"20251024000823","S","1972-08-12",NULL
640,"20251024000824","F","1982-10-01",NULL
641,"20251024000826","S","2001-04-12",NULL
642,"20251024000827","F","1973-08-03",NULL
643,"20251024000828","C","2024-02-16",NULL
644,"20251024000829","L","2022-02-21",NULL
645,"20251024000830","B","2003-07-17",NULL
646,"20251024000832","B","1959-11-04",NULL
647,"20251024000833","B","1995-10-31",NULL
648,"20251024000834","C","2013-05-11",NULL
649,"20251024000835","B","1962-12-05",NULL
650,"20251024000836","C","2002-08-27",NULL
651,"20251024000837","B","1968-01-20",NULL
652,"20251024000838","B","2017-02-19",NULL
653,"20251024000841","B","2017-10-23",NULL
654,"20251024000842","B","2024-04-30",NULL
655,"20251024000843","B","2004-06-06","2008-10-13"
656,"20251024000843","C","2008-10-14",NULL
657,"20251024000844","B","2020-01-13",NULL
658,"20251024000845","B","2006-10-03",NULL
659,"20251024000846","G","2019-08-27",NULL
660,"20251024000847","C","1998-03-05",NULL
661,"20251024000849","B","1995-03-09",NULL
662,"20251024000850","C","2005-07-08",NULL
663,"20251024000851","C","2010-06-11",NULL
664,"20251024000852","L","2000-10-13",NULL
665,"20251024000854","C","2017-01-01",NULL
666,"20251024000856","C","2023-03-15",NULL
667,"20251024000857","G","2016-08-22",NULL
668,"20251024000859","G","1962-05-15","1963-05-10"
669,"20251024000859","B","1963-05-11",NULL
670,"20251024000861","C","2025-01-01",NULL
671,"20251024000862","C","2007-01-16",NULL
672,"20251024000863","L","1948-08-11",NULL
673,"20251024000864","S","2016-11-20",NULL
674,"20251024000865","B","2023-03-14",NULL
675,"20251024000867","B","2012-06-01","2016-10-08"
676,"20251024000867","C","2016-10-09",NULL
677,"20251024000868","B","1979-07-12",NULL
678,"20251024000869","C","1995-11-29",NULL
679,"20251024000870","C","2000-11-11",NULL
680,"20251024000872","C","2006-02-24",NULL
681,"20251024000873","B","1998-03-26",NULL
682,"20251024000874","C","1966-10-24",NULL
683,"20251024000875","B","1980-05-04",NULL
684,"20251024000878","L","2010-08-15",NULL
685,"20251024000879","B","2021-09-16",NULL
686,"20251024000880","L","2010-09-24",NULL
687,"20251024000882","B","2019-09-13",NULL
688,"20251024000883","S","1992-12-09",NULL
689,"20251024000884","C","1995-07-04",NULL
690,"20251024000885","F","1970-03-04",NULL
691,"20251024000886","G","1983-06-20",NULL
692,"20251024000887","S","1998-09-24",NULL
693,"20251024000888","C","1943-09-20",NULL
694,"20251024000889","B","2018-05-09",NULL
695,"20251024000894","B","2015-04-06",NULL
696,"20251024000895","C","1978-08-16",NULL
697,"20251024000896","C","2015-10-19",NULL
698,"20251024000898","B","1960-07-03",NULL
699,"20251024000899","C","1985-11-01",NULL
700,"20251024000900","G","1992-02-12",NULL
701,"20251024000901","C","1969-07-18",NULL
702,"20251024000902","N","2024-12-07",NULL
703,"20251024000904","B","2013-12-20",NULL
704,"20251024000906","F","1977-03-15",NULL
705,"20251024000907","G","1945-05-06",NULL
706,"20251024000908","B","1982-12-06",NULL
707,"20251024000909","C","2006-04-11",NULL
708,"20251024000911","C","1998-01-30",NULL
709,"20251024000912","L","1998-04-09",NULL
710,"20251024000913","L","1982-06-26",NULL
711,"20251024000915","B","1987-02-20",NULL
712,"20251024000916","B","1941-08-31",NULL
713,"20251024000917","S","1973-06-09",NULL
714,"20251024000918","L","2020-09-29",NULL
715,"20251024000919","S","1963-02-11",NULL
716,"20251024000920","C","1950-12-10",NULL
717,"20251024000921","C","2006-03-09",NULL
718,"20251024000922","C","2023-07-29",NULL
719,"20251024000923","C","2008-02-25",NULL
720,"20251024000926","L","2019-03-16",NULL
721,"20251024000927","F","2020-05-29",NULL
722,"20251024000928","B","2024-09-07",NULL
723,"20251024000929","B","2015-09-06",NULL
724,"20251024000930","G","2008-06-09",NULL
725,"20251024000931","C","2009-04-27",NULL
726,"20251024000932","C","1979-02-25",NULL
727,"20251024000933","C","1967-11-09",NULL
728,"20251024000934","C","2017-09-24",NULL
729,"20251024000936","B","2023-12-23",NULL
730,"20251024000937","B","2012-09-18",NULL
731,"20251024000938","B","2008-05-02",NULL
732,"20251024000939","C","1969-05-02",NULL
733,"20251024000940","B","2024-02-17",NULL
734,"20251024000943","C","1981-10-30",NULL
735,"20251024000946","B","2022-08-19",NULL
736,"20251024000947","B","1965-10-19",NULL
737,"20251024000948","B","1993-02-13",NULL
738,"20251024000949","B","2010-02-27",NULL
739,"20251024000952","G","1989-09-11",NULL
740,"20251024000953","B","1996-06-11",NULL
741,"20251024000954","C","1994-08-18",NULL
742,"20251024000955","L","2007-11-14",NULL
743,"20251024000956","B","1992-04-05",NULL
744,"20251024000957","G","2024-10-05",NULL
745,"20251024000958","B","2017-10-11",NULL
746,"20251024000959","B","2018-03-06",NULL
747,"20251024000960","B","2013-12-05","2018-01-13"
748,"20251024000961","B","2007-04-05",NULL
749,"20251024000962","B","2020-12-08",NULL
750,"20251024000963","G","1974-08-06",NULL
751,"20251024000964","C","2001-05-28",NULL
752,"20251024000965","C","2007-12-18",NULL
753,"20251024000967","G","2003-05-07","2004-05-01"
754,"20251024000967","B","2004-05-02",NULL
755,"20251024000968","B","2011-06-26",NULL
756,"20251024000971","C","2023-08-21",NULL
757,"20251024000972","G","1996-08-13",NULL
758,"20251024000973","B","2002-12-23",NULL
759,"20251024000974","L","2021-03-16",NULL
760,"20251024000975","B","1973-09-25",NULL
761,"20251024000976","B","2014-04-04",NULL
762,"20251024000978","L","2022-10-15",NULL
763,"20251024000979","L","2024-09-19",NULL
764,"20251024000982","B","1984-09-04","1989-02-10"
765,"20251024000983","C","2023-12-29",NULL
766,"20251024000984","B","2010-06-29",NULL
767,"20251024000985","G","2023-02-04",NULL
768,"20251024000986","B","1992-08-28",NULL
769,"20251024000988","C","2020-01-16",NULL
770,"20251024000989","C","1956-01-21",NULL
771,"20251024000990","C","2014-02-01",NULL
772,"20251024000992","F","2010-01-26",NULL
773,"20251024000993","C","1998-08-22",NULL
774,"20251024000994","B","1998-05-10",NULL
775,"20251024000996","B","1999-09-11",NULL
776,"20251024000997","C","2009-04-21",NULL
777,"20251024000998","C","1995-09-25",NULL
778,"20251024000999","C","2024-12-19",NULL
779,"20251024001001","G","2023-09-12",NULL
780,"20251024001002","B","1982-02-21",NULL
781,"20251024001004","B","2004-07-05",NULL
782,"20251024001005","B","2017-09-22",NULL
783,"20251024001006","C","2020-04-20",NULL
784,"20251024001007","C","2024-12-29",NULL
785,"20251024001008","B","2024-10-25",NULL
786,"20251024001009","C","2001-11-11",NULL
787,"20251024001012","C","2024-07-23",NULL
788,"20251024001013","G","1977-12-05",NULL
789,"20251024001015","L","2023-07-10",NULL
790,"20251024001016","G","2006-11-23",NULL
791,"20251024001017","B","2013-03-02",NULL
792,"20251024001019","C","2020-04-09",NULL
793,"20251024001022","B","2001-06-07",NULL
794,"20251024001023","B","1966-07-09",NULL
795,"20251024001025","N","1998-02-06",NULL
796,"20251024001026","B","1980-04-29","1985-01-03"
797,"20251024001026","C","1985-01-04",NULL
798,"20251024001027","B","1987-05-15",NULL
799,"20251024001030","B","2024-04-06",NULL
800,"20251024001032","C","2018-04-28",NULL
801,"20251024001033","B","2004-09-05","2009-02-11"
802,"20251024001034","B","2015-07-07",NULL
803,"20251024001035","G","2017-12-09","2018-12-04"
804,"20251024001035","B","2018-12-05",NULL
805,"20251024001036","C","2022-03-12",NULL
806,"20251024001037","B","2019-01-12",NULL
807,"20251024001038","S","2014-06-27",NULL
808,"20251024001039","B","2024-09-13",NULL
809,"20251024001041","B","2011-06-29",NULL
810,"20251024001043","L","1969-09-10",NULL
811,"20251024001044","S","1994-11-19",NULL
812,"20251024001045","F","2000-06-06",NULL
813,"20251024001046","C","2023-09-27",NULL
814,"20251024001047","C","1994-05-18",NULL
815,"20251024001048","C","1983-01-07",NULL
816,"20251024001049","C","2024-04-14",NULL
817,"20251024001051","C","2023-02-19",NULL
818,"20251024001053","B","2002-03-17",NULL
819,"20251024001056","C","1982-04-13",NULL
820,"20251024001058","G","2009-07-01",NULL
821,"20251024001059","B","1994-11-30",NULL
822,"20251024001060","G","1941-04-18",NULL
823,"20251024001061","B","2007-12-10",NULL
824,"20251024001062","B","1986-12-05",NULL
825,"20251024001063","B","1998-11-24",NULL
826,"20251024001064","C","1965-09-09",NULL
827,"20251024001065","C","1961-10-17",NULL
828,"20251024001066","B","2022-02-02",NULL
829,"20251024001068","B","2020-06-14",NULL
830,"20251024001069","B","1999-03-11",NULL
831,"20251024001070","G","2021-10-31",NULL
832,"20251024001071","B","2023-02-27",NULL
833,"20251024001072","B","2003-04-20",NULL
834,"20251024001073","L","1976-11-13",NULL
835,"20251024001075","F","1957-08-20",NULL
836,"20251024001077","G","1961-09-17",NULL
837,"20251024001079","C","2004-03-03",NULL
838,"20251024001080","B","2023-11-22",NULL
839,"20251024001081","B","1997-06-09",NULL
840,"20251024001082","C","2019-08-24",NULL
841,"20251024001083","C","2020-10-31",NULL
842,"20251024001084","B","1982-06-07","1987-01-12"
843,"20251024001084","C","1987-01-13",NULL
844,"20251024001085","L","2005-06-02",NULL
845,"20251024001086","B","2013-12-22",NULL
846,"20251024001087","B","1966-06-22","1970-07-31"
847,"20251024001087","C","1970-08-01",NULL
848,"20251024001088","C","2017-06-18",NULL
849,"20251024001089","G","1992-11-18",NULL
850,"20251024001091","C","2009-05-01",NULL
851,"20251024001092","G","1993-09-29",NULL
852,"20251024001094","B","2002-03-29",NULL
853,"20251024001095","B","1971-05-30",NULL
854,"20251024001097","F","2021-10-23",NULL
855,"20251024001099","G","2005-07-09",NULL
856,"20251024001100","C","1990-10-11",NULL
857,"20251024001103","B","2004-03-06",NULL
858,"20251024001104","B","1978-09-06",NULL
859,"20251024001105","G","2004-07-27",NULL
860,"20251024001106","C","1996-07-06",NULL
861,"20251024001107","C","1997-02-26",NULL
862,"20251024001108","B","1974-02-08",NULL
863,"20251024001109","C","1991-01-26",NULL
864,"20251024001110","C","1953-01-09",NULL
865,"20251024001111","B","2006-09-02",NULL
866,"20251024001112","L","1962-03-29",NULL
867,"20251024001114","G","1989-07-29","1990-07-24"
868,"20251024001115","S","2019-04-15","2021-06-03"
869,"20251024001115","C","2021-06-04",NULL
870,"20251024001116","B","1961-06-19","1965-08-27"
871,"20251024001116","C","1965-08-28",NULL
872,"20251024001117","B","1987-04-04",NULL
873,"20251024001118","C","1999-08-19",NULL
874,"20251024001119","B","2020-08-21",NULL
875,"20251024001120","C","1997-12-09",NULL
876,"20251024001122","C","1987-11-16",NULL
877,"20251024001123","G","2006-02-17","2007-02-12"
878,"20251024001123","B","2007-02-13",NULL
879,"20251024001124","C","2013-12-23",NULL
880,"20251024001125","L","2019-12-29",NULL
881,"20251024001126","B","1981-04-26",NULL
882,"20251024001127","B","1959-10-28",NULL
883,"20251024001128","C","1953-08-07",NULL
884,"20251024001129","L","1971-09-09",NULL
885,"20251024001130","G","1978-01-06",NULL
886,"20251024001132","B","1987-11-09",NULL
887,"20251024001133","G","2011-05-15",NULL
888,"20251024001137","B","2006-08-25",NULL
889,"20251024001139","N","2011-11-21",NULL
890,"20251024001140","C","2011-07-17",NULL
891,"20251024001141","B","2017-03-29",NULL
892,"20251024001143","B","2023-03-10",NULL
893,"20251024001144","B","1967-08-16","1972-04-21"
894,"20251024001146","C","2015-07-30",NULL
895,"20251024001147","S","2014-03-31",NULL
896,"20251024001148","G","1960-01-06","1960-12-31"
897,"20251024001149","C","2022-07-18",NULL
898,"20251024001150","B","2006-05-13",NULL
899,"20251024001153","B","2024-03-23",NULL
900,"20251024001154","B","2024-10-13",NULL
901,"20251024001155","C","1992-08-22",NULL
902,"20251024001156","B","2015-01-17",NULL
903,"20251024001157","B","1994-07-04",NULL
904,"20251024001158","C","1985-05-07",NULL
905,"20251024001159","C","1981-03-09",NULL
906,"20251024001160","C","2016-07-04",NULL
907,"20251024001162","C","2021-07-31",NULL
908,"20251024001163","B","2012-10-22",NULL
909,"20251024001164","F","1977-01-31",NULL
910,"20251024001165","S","2015-11-24",NULL
911,"20251024001166","B","2024-04-22",NULL
912,"20251024001167","B","2024-03-07",NULL
913,"20251024001168","C","1996-01-23",NULL
914,"20251024001169","L","2022-10-31",NULL
915,"20251024001170","G","2024-06-23",NULL
916,"20251024001172","B","2018-04-01",NULL
917,"20251024001174","L","2009-07-13",NULL
918,"20251024001175","C","1972-05-31",NULL
919,"20251024001176","L","1959-01-09",NULL
920,"20251024001177","C","2005-03-08",NULL
921,"20251024001179","C","1966-06-03",NULL
922,"20251024001180","B","2000-10-07","2004-10-16"
923,"20251024001181","B","2023-03-02",NULL
924,"20251024001182","B","2009-08-12",NULL
925,"20251024001183","B","2009-10-23",NULL
926,"20251024001186","L","2002-01-17",NULL
927,"20251024001187","B","2015-03-12",NULL
928,"20251024001188","C","2005-12-23",NULL
929,"20251024001189","B","2023-06-19",NULL
930,"20251024001191","C","1969-11-10",NULL
931,"20251024001192","C","2021-07-27",NULL
932,"20251024001193","C","2019-07-13",NULL
933,"20251024001195","C","2009-07-15",NULL
934,"20251024001197","C","1995-02-11",NULL
935,"20251024001199","C","1960-10-02",NULL
936,"20251024001200","G","1991-01-13",NULL
937,"20251024001201","L","2004-01-29",NULL
938,"20251024001202","G","2021-10-29",NULL
939,"20251024001203","B","2013-08-13",NULL
940,"20251024001204","C","2006-11-22",NULL
941,"20251024001205","L","2022-12-28",NULL
942,"20251024001207","S","2009-01-21",NULL
943,"20251024001208","C","1983-06-29",NULL
944,"20251024001209","B","2020-10-11",NULL
945,"20251024001211","G","2013-06-27",NULL
946,"20251024001212","C","2010-08-20",NULL
947,"20251024001213","C","2005-04-19",NULL
948,"20251024001214","B","2002-03-16",NULL
949,"20251024001215","L","1987-03-23",NULL
950,"20251024001216","B","2019-08-18",NULL
951,"20251024001217","C","2016-07-21",NULL
952,"20251024001218","S","2016-12-02",NULL
953,"20251024001219","B","2004-11-11",NULL
954,"20251024001221","B","1987-05-04","1992-03-08"
955,"20251024001221","C","1992-03-09",NULL
956,"20251024001222","B","2016-06-23",NULL
957,"20251024001223","B","2022-06-05",NULL
958,"20251024001224","G","1980-11-17","1981-11-12"
959,"20251024001224","B","1981-11-13",NULL
960,"20251024001225","C","2007-05-01",NULL
961,"20251024001226","L","2005-12-10","2006-06-08"
962,"20251024001226","G","2006-06-09",NULL
963,"20251024001229","C","1987-11-06",NULL
964,"20251024001230","B","1987-02-14",NULL
965,"20251024001232","C","1993-08-08",NULL
966,"20251024001233","C","1966-09-01",NULL
967,"20251024001234","B","2024-10-19",NULL
968,"20251024001236","B","2010-09-29",NULL
969,"20251024001239","B","2008-09-03",NULL
970,"20251024001241","C","2022-01-15",NULL
971,"20251024001242","G","2007-06-12",NULL
972,"20251024001243","B","1996-01-15",NULL
973,"20251024001244","B","2023-10-20",NULL
974,"20251024001245","B","1996-07-11",NULL
975,"20251024001247","B","2012-03-20",NULL
976,"20251024001248","C","1993-03-24",NULL
977,"20251024001249","B","2009-11-24",NULL
978,"20251024001250","C","1965-03-27",NULL
979,"20251024001251","C","2003-12-05",NULL
980,"20251024001252","C","2000-11-27",NULL
981,"20251024001253","B","1992-07-10",NULL
982,"20251024001254","C","2014-10-08",NULL
983,"20251024001255","L","2010-04-13",NULL
984,"20251024001256","N","1955-04-15",NULL
985,"20251024001257","G","1991-10-05",NULL
986,"20251024001260","C","1947-05-06",NULL
987,"20251024001261","C","1996-06-20",NULL
988,"20251024001262","C","1992-06-26",NULL
989,"20251024001263","B","1986-06-24",NULL
990,"20251024001264","B","2017-12-31",NULL
991,"20251024001265","F","1970-05-04",NULL
992,"20251024001266","B","2013-09-01",NULL
993,"20251024001267","B","2019-02-20",NULL
994,"20251024001268","B","2021-10-28",NULL
995,"20251024001269","B","1970-10-03",NULL
996,"20251024001270","B","1984-10-03",NULL
997,"20251024001271","B","2020-06-12",NULL
998,"20251024001272","G","2019-08-01",NULL
999,"20251024001273","B","2021-11-11",NULL
1000,"20251024001274","B","2012-12-24",NULL
1001,"20251024001275","C","2004-06-13",NULL
1002,"20251024001276","B","2022-04-08",NULL
1003,"20251024001277","L","1985-09-19",NULL
1004,"20251024001278","B","1981-05-07",NULL
1005,"20251024001280","G","2020-06-08",NULL
1006,"20251024001281","C","2013-10-04",NULL
1007,"20251024001282","G","2004-08-22","2005-08-17"
1008,"20251024001282","B","2005-08-18","2010-01-24"
1009,"20251024001284","B","1974-07-24",NULL
1010,"20251024001287","B","1999-05-13",NULL
1011,"20251024001288","B","2004-09-30",NULL
1012,"20251024001289","G","1976-01-16","1977-01-10"
1013,"20251024001290","F","1977-03-06",NULL
1014,"20251024001292","C","2021-12-21",NULL
1015,"20251024001293","B","2013-05-27","2017-05-01"
1016,"20251024001294","C","2006-05-30",NULL
1017,"20251024001296","B","1938-11-02",NULL
1018,"20251024001297","B","1995-01-29",NULL
1019,"20251024001298","B","2009-01-04",NULL
1020,"20251024001299","C","2004-06-18",NULL
1021,"20251024001301","S","1976-02-29","1979-08-12"
1022,"20251024001301","C","1979-08-13",NULL
1023,"20251024001302","G","2005-02-13",NULL
1024,"20251024001303","B","2008-07-03",NULL
1025,"20251024001307","C","1956-05-06",NULL
1026,"20251024001308","B","2021-05-04",NULL
1027,"20251024001309","N","2022-09-14",NULL
1028,"20251024001310","C","1952-08-02",NULL
1029,"20251024001311","B","1974-06-07",NULL
1030,"20251024001312","C","1952-09-15",NULL
1031,"20251024001313","C","1956-08-20",NULL
1032,"20251024001314","C","2010-01-07",NULL
1033,"20251024001315","C","2018-09-01",NULL
1034,"20251024001317","S","1989-10-12",NULL
1035,"20251024001318","C","2000-05-04",NULL
1036,"20251024001319","B","2021-12-27",NULL
1037,"20251024001322","B","1986-12-02",NULL
1038,"20251024001323","N","2003-09-06",NULL
